               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.018105,           0.0056203,                   0,                   1,             0.99888,               0.995,             0.71345,            0.023354,           0.0042272,                   0,           0.0077626,           0.0077626,           0.0077626
                 115,            0.017461,           0.0056905,                   0,              0.9995,             0.98462,             0.99485,             0.72677,            0.023209,           0.0042439,                   0,           0.0077428,           0.0077428,           0.0077428
                 116,            0.017292,           0.0055538,                   0,             0.99887,             0.98462,             0.99485,             0.74279,             0.02301,           0.0041385,                   0,            0.007723,            0.007723,            0.007723
                 117,            0.017276,           0.0059102,                   0,             0.99905,             0.98462,             0.99214,             0.73921,            0.023379,           0.0041604,                   0,           0.0077032,           0.0077032,           0.0077032
                 118,            0.017442,           0.0053775,                   0,             0.99929,             0.98462,             0.99442,             0.72005,            0.024134,           0.0042005,                   0,           0.0076834,           0.0076834,           0.0076834
                 119,            0.018071,           0.0054219,                   0,             0.99885,             0.98462,              0.9947,             0.67966,            0.026373,           0.0045362,                   0,           0.0076636,           0.0076636,           0.0076636
                 120,            0.017748,           0.0059522,                   0,              0.9987,             0.98462,             0.99302,             0.69151,            0.024512,           0.0043578,                   0,           0.0076438,           0.0076438,           0.0076438
                 121,            0.017802,           0.0057652,                   0,             0.99885,             0.98462,              0.9923,             0.71251,            0.023178,           0.0041232,                   0,            0.007624,            0.007624,            0.007624
                 122,            0.018842,           0.0059876,                   0,             0.99903,             0.98462,             0.99485,             0.73426,            0.022451,           0.0038705,                   0,           0.0076042,           0.0076042,           0.0076042
                 123,            0.017938,           0.0061797,                   0,              0.9982,             0.98462,             0.99344,             0.71521,            0.024307,           0.0040817,                   0,           0.0075844,           0.0075844,           0.0075844
                 124,            0.016698,           0.0055085,                   0,             0.99795,             0.98462,             0.99429,             0.70906,            0.023863,           0.0040402,                   0,           0.0075646,           0.0075646,           0.0075646
                 125,            0.017714,            0.005483,                   0,             0.99888,             0.98462,              0.9947,             0.70482,            0.023995,           0.0041394,                   0,           0.0075448,           0.0075448,           0.0075448
                 126,            0.016883,           0.0057544,                   0,             0.99881,             0.98462,             0.99485,             0.70454,            0.023551,           0.0041342,                   0,            0.007525,            0.007525,            0.007525
                 127,            0.018204,           0.0057452,                   0,             0.99878,             0.98462,              0.9947,              0.6992,            0.023815,           0.0043645,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,            0.016878,             0.00582,                   0,                   1,             0.99927,               0.995,             0.74335,            0.023156,           0.0040874,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,            0.017214,           0.0055063,                   0,             0.99655,             0.98462,             0.99265,             0.74249,            0.023035,           0.0038004,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,            0.018186,            0.005944,                   0,                   1,             0.96598,             0.99301,             0.71656,            0.024011,           0.0046744,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,            0.018188,           0.0056278,                   0,                   1,             0.98337,             0.99333,             0.70949,            0.024083,           0.0045152,                   0,            0.007426,            0.007426,            0.007426
                 132,            0.017341,           0.0055773,                   0,                   1,               0.999,               0.995,             0.73041,            0.022788,           0.0039907,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,            0.018196,           0.0057623,                   0,             0.98482,             0.99799,             0.99485,             0.73461,            0.021978,           0.0040126,                   0,           0.0073864,           0.0073864,           0.0073864
                 134,            0.016844,           0.0053783,                   0,                   1,             0.99849,               0.995,             0.72937,            0.023351,           0.0039964,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,            0.017623,           0.0055391,                   0,                   1,             0.99888,               0.995,              0.7087,            0.024981,           0.0042353,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,            0.017432,           0.0056404,                   0,             0.99897,             0.98462,             0.99378,             0.71588,            0.024264,           0.0040398,                   0,            0.007327,            0.007327,            0.007327
                 137,            0.017506,           0.0059675,                   0,             0.99928,             0.98462,             0.99485,             0.71919,            0.023383,           0.0041447,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,            0.017598,           0.0056502,                   0,             0.99953,             0.98462,             0.99415,             0.71475,            0.023822,           0.0041957,                   0,           0.0072874,           0.0072874,           0.0072874
                 139,            0.016305,           0.0055601,                   0,              0.9989,             0.98462,              0.9947,             0.71715,            0.023711,           0.0040674,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,             0.01658,           0.0055543,                   0,             0.99872,             0.98462,             0.99485,             0.72141,            0.023602,           0.0042877,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,            0.018054,           0.0057972,                   0,              0.9988,             0.98462,             0.98774,             0.73183,            0.024182,            0.004436,                   0,            0.007228,            0.007228,            0.007228
                 142,            0.017496,           0.0054386,                   0,             0.99894,             0.98462,             0.99247,             0.72252,             0.02438,           0.0042729,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,            0.017167,           0.0058168,                   0,             0.99905,             0.98462,             0.99415,             0.70899,            0.023819,            0.004106,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,            0.016786,            0.005518,                   0,                   1,             0.99551,               0.995,             0.72003,            0.024097,           0.0043192,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,            0.017104,           0.0054424,                   0,               0.999,             0.98462,             0.99485,             0.72806,            0.023277,           0.0039396,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,            0.016644,           0.0055502,                   0,             0.99902,             0.98462,             0.99403,             0.72089,            0.024922,           0.0041437,                   0,            0.007129,            0.007129,            0.007129
                 147,            0.016248,           0.0053857,                   0,             0.99898,             0.98462,             0.99125,             0.70929,            0.025186,           0.0044274,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,            0.016346,           0.0053394,                   0,             0.99891,             0.98462,             0.99119,             0.72886,            0.023757,            0.004106,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,            0.016696,           0.0053405,                   0,             0.99896,             0.98462,             0.99028,             0.71349,            0.025328,           0.0042205,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,            0.016326,           0.0050076,                   0,             0.99902,             0.98462,             0.98762,              0.7069,            0.025953,           0.0042982,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,            0.016889,           0.0052632,                   0,              0.9988,             0.98462,             0.98783,             0.70919,            0.025156,             0.00421,                   0,             0.00703,             0.00703,             0.00703
                 152,            0.016817,           0.0053933,                   0,             0.99901,             0.98462,              0.9881,              0.7257,            0.023677,           0.0040736,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,            0.016282,           0.0056302,                   0,             0.99957,             0.98462,             0.98968,             0.67508,            0.025828,           0.0044966,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,            0.017035,           0.0056246,                   0,             0.99918,             0.98462,             0.98799,             0.72417,            0.024597,           0.0042949,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,             0.01626,           0.0054998,                   0,             0.99836,             0.98462,             0.99144,             0.74098,            0.023724,           0.0041723,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,              0.0164,           0.0057082,                   0,             0.99871,             0.98462,             0.99333,             0.74113,            0.024617,           0.0041404,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.017384,           0.0054387,                   0,             0.99923,             0.98462,             0.99293,             0.72259,             0.02552,           0.0045533,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.016114,           0.0056584,                   0,             0.99868,             0.98462,             0.99429,              0.7275,            0.024423,           0.0040064,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.016867,            0.005667,                   0,                   1,             0.99903,               0.995,             0.71643,            0.024042,           0.0041609,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,            0.017178,           0.0055973,                   0,             0.99904,             0.98462,              0.9947,             0.72138,            0.024315,           0.0042663,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.016403,            0.005217,                   0,             0.99887,             0.98462,             0.99456,             0.71366,            0.023749,           0.0040874,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.015969,           0.0055219,                   0,             0.99909,             0.98462,             0.99429,             0.71677,             0.02411,           0.0042515,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,            0.016478,           0.0054441,                   0,              0.9991,             0.98462,             0.99302,             0.71874,            0.023559,           0.0043368,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,            0.016429,           0.0053121,                   0,                   1,             0.98385,              0.9915,              0.6901,            0.024846,           0.0043344,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,            0.015406,           0.0050099,                   0,             0.99902,             0.98462,             0.99283,              0.7146,            0.023804,           0.0042377,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,            0.016724,           0.0055972,                   0,                   1,             0.99902,               0.995,             0.71245,            0.022691,           0.0041327,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.016245,           0.0054666,                   0,             0.99905,             0.98462,             0.99456,              0.7272,            0.022937,           0.0040226,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.016094,           0.0053951,                   0,                   1,             0.99905,               0.995,              0.7168,            0.023232,            0.003932,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.016521,            0.005553,                   0,                   1,             0.99894,               0.995,             0.72101,            0.023326,           0.0040331,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.016576,           0.0055229,                   0,             0.99903,             0.98462,              0.9947,             0.73126,            0.023331,           0.0040231,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.015855,           0.0052858,                   0,             0.99879,             0.98462,             0.99485,             0.74015,            0.023504,           0.0039935,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.015709,           0.0055676,                   0,                   1,             0.99904,               0.995,             0.73113,            0.024142,           0.0041304,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.015824,           0.0050427,                   0,             0.99898,             0.98462,             0.99442,             0.72989,            0.023309,           0.0039759,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.016167,           0.0054451,                   0,             0.99852,             0.98462,             0.99485,             0.73076,            0.022862,           0.0040021,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,             0.01618,           0.0054448,                   0,             0.99895,             0.98462,              0.9947,             0.73763,            0.022314,           0.0042472,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.015864,           0.0051546,                   0,             0.99923,             0.98462,             0.99207,             0.72689,            0.022607,           0.0042338,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.015624,           0.0054843,                   0,             0.99879,             0.98462,             0.99222,             0.73754,            0.022728,           0.0041161,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.015454,           0.0053101,                   0,             0.99858,             0.98462,             0.99214,             0.73658,            0.023056,           0.0040641,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.015061,           0.0050628,                   0,             0.99899,             0.98462,             0.99191,             0.73835,            0.023273,            0.003922,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.015956,           0.0052088,                   0,               0.999,             0.98462,             0.99378,             0.73853,            0.022772,           0.0042071,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.015228,           0.0051063,                   0,             0.99755,             0.98462,             0.99239,             0.73477,            0.024054,           0.0043216,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.015573,           0.0053532,                   0,             0.99891,             0.98462,             0.99415,             0.71633,            0.023779,           0.0042758,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.014917,           0.0051655,                   0,                   1,             0.99888,               0.995,             0.72524,            0.023351,           0.0042624,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.015425,           0.0053491,                   0,             0.99846,             0.98462,              0.9947,             0.73189,            0.023171,           0.0042152,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.015153,           0.0050101,                   0,             0.98341,             0.98462,             0.99439,              0.7328,            0.023364,            0.004272,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.015572,           0.0049883,                   0,             0.98354,             0.98462,             0.99411,             0.73136,            0.023226,           0.0046406,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.016408,           0.0054829,                   0,             0.98346,             0.98462,             0.99398,             0.73373,            0.023128,           0.0045285,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.016444,           0.0053842,                   0,             0.99783,             0.98462,             0.99265,             0.71793,            0.023834,           0.0044456,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.015345,            0.005211,                   0,             0.99945,             0.98462,             0.99456,             0.72367,            0.023245,             0.00425,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.015066,            0.005118,                   0,             0.99908,             0.98462,              0.9923,             0.73134,            0.023282,           0.0044441,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.015351,           0.0051411,                   0,             0.99915,             0.98462,              0.9947,             0.73132,            0.022987,           0.0044117,                   0,            0.006238,            0.006238,            0.006238
                 192,             0.01584,           0.0052606,                   0,             0.99907,             0.98462,             0.99222,             0.72091,            0.023125,           0.0046101,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.015212,           0.0049834,                   0,             0.99829,             0.98462,             0.98985,             0.71212,            0.023886,           0.0046048,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.015398,           0.0048376,                   0,             0.99906,             0.98462,              0.9915,              0.7181,            0.023717,            0.004508,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.014473,           0.0050671,                   0,             0.99867,             0.98462,             0.99485,             0.71297,             0.02449,           0.0045767,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,             0.01536,           0.0050181,                   0,                   1,             0.99899,               0.995,              0.7171,            0.023876,           0.0043154,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.015414,            0.005138,                   0,                   1,             0.99766,               0.995,             0.72842,            0.023448,           0.0043416,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.014727,           0.0049079,                   0,             0.99895,             0.98462,              0.9947,             0.73982,            0.023073,           0.0042233,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.015722,           0.0052437,                   0,                   1,             0.99897,               0.995,             0.73859,            0.022789,           0.0044508,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.014992,           0.0048543,                   0,                   1,             0.99867,               0.995,             0.74215,            0.022501,           0.0042849,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.015514,           0.0049826,                   0,             0.99898,             0.98462,             0.99214,             0.73296,            0.023584,           0.0042548,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.015012,           0.0053332,                   0,             0.99903,             0.98462,             0.99184,              0.7424,            0.022937,           0.0041685,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.014539,           0.0048873,                   0,             0.99907,             0.98462,             0.99283,             0.73042,            0.022802,           0.0043693,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.015248,           0.0052182,                   0,                   1,             0.99908,               0.995,             0.72735,            0.022836,           0.0042758,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.014571,           0.0048868,                   0,                   1,              0.9991,               0.995,             0.72974,            0.023164,           0.0042915,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.014395,           0.0050022,                   0,              0.9991,             0.98462,             0.99456,             0.72865,            0.023328,           0.0042591,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.014236,           0.0052235,                   0,              0.9991,             0.98462,             0.99442,             0.72455,            0.023264,           0.0041614,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.014202,           0.0048106,                   0,             0.99912,             0.98462,             0.99456,             0.72181,             0.02321,           0.0041761,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.014792,           0.0049872,                   0,                   1,             0.99914,               0.995,             0.72634,            0.023716,           0.0042515,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.014216,           0.0050161,                   0,              0.9989,             0.98462,              0.9947,             0.72958,            0.024053,           0.0041785,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.014286,           0.0048018,                   0,             0.99882,             0.98462,             0.99456,             0.74183,            0.023543,           0.0042682,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.014267,           0.0051886,                   0,              0.9989,             0.98462,              0.9939,             0.72413,            0.023933,           0.0043769,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.014646,           0.0051547,                   0,             0.99949,             0.98462,             0.99456,             0.73674,            0.022802,           0.0045156,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.015138,           0.0051451,                   0,             0.99921,             0.98462,              0.9947,             0.73408,            0.022953,           0.0044832,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.014393,           0.0051222,                   0,                   1,             0.99882,               0.995,             0.74328,            0.022405,            0.004302,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.014774,           0.0048465,                   0,                   1,             0.99937,               0.995,              0.7291,            0.022947,           0.0041122,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.014869,           0.0051893,                   0,             0.98484,             0.99927,             0.99485,             0.73055,            0.022207,           0.0040359,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.014993,           0.0048751,                   0,                   1,             0.99976,               0.995,             0.72396,            0.022321,           0.0042548,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,             0.01489,           0.0052911,                   0,                   1,             0.99896,               0.995,             0.72354,            0.022454,            0.004333,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.013962,           0.0051646,                   0,             0.99952,                   1,               0.995,             0.70628,            0.022811,           0.0044022,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,             0.01515,            0.004969,                   0,                   1,             0.99991,               0.995,             0.72636,            0.023295,           0.0044527,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.014057,           0.0049596,                   0,             0.99988,                   1,               0.995,             0.71458,             0.02357,           0.0041986,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.014215,           0.0049647,                   0,                   1,              0.9995,               0.995,             0.71854,            0.023751,           0.0042558,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.014324,           0.0049698,                   0,                   1,             0.99899,               0.995,             0.71013,            0.023622,           0.0042782,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.014502,           0.0048037,                   0,                   1,             0.98436,             0.99442,             0.71494,            0.023575,           0.0044618,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,             0.01417,           0.0051183,                   0,             0.99835,             0.98462,             0.99137,             0.72955,            0.023583,           0.0043845,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.014707,           0.0049533,                   0,             0.99917,             0.98462,             0.99163,             0.72891,            0.024165,           0.0044203,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.014217,           0.0049937,                   0,             0.99955,             0.98462,             0.99429,             0.73886,            0.023143,           0.0042729,                   0,           0.0055054,           0.0055054,           0.0055054
